window,instrument,n_weeks,years,total_return,cagr,vol,sharpe,sortino,calmar,max_dd,ulcer,upi,best_week,worst_week,pct_pos
NTSE era (2021-05 onward),TripleEdge 75/25,264,5.04,3.333931270077197,0.2698527037582126,0.25681065838483486,0.9003438255732373,0.8428860761494292,1.0059075079042339,-0.2682679089655463,0.14525047253695497,1.5824575283204871,0.11337260242868463,-0.11997061357795266,0.6515151515151515
NTSE era (2021-05 onward),NTSX,264,5.04,1.6264439428079196,0.10130936549875558,0.16324336180895208,0.42849747922811987,0.43226104693212347,0.32814676936251236,-0.3087318692655982,0.12258169390207803,0.5001510710704598,0.06732790476205097,-0.09472044422776948,0.5303030303030303
NTSE era (2021-05 onward),RSST,143,2.72,1.7662941159196015,0.23249304069438215,0.21956958937527574,0.8764254949107196,0.79197006958634,0.8663642920437893,-0.2683548281357735,0.07135841215536154,2.697552185932701,0.06297449355493034,-0.14676397725068802,0.5944055944055944
NTSE era (2021-05 onward),RSBT,173,3.3,1.0575269510091414,0.01711285787756278,0.1210971084554369,-0.12440033165390454,-0.11295023485166746,0.08262837354508551,-0.20710631400998455,0.11426021706808737,-0.20030718223473032,0.032379596975887326,-0.05844161140172943,0.5317919075144508
NTSE era (2021-05 onward),RPAR,264,5.04,1.1248880902866814,0.023622837615279613,0.11703820250849413,-0.07885519666868092,-0.07753497219895528,0.08021020015905925,-0.2945116402706241,0.16000873211815098,-0.10235167898604082,0.05334844565859709,-0.04508412255752303,0.5227272727272727
NTSE era (2021-05 onward),SWAN,264,5.04,1.2099179770371433,0.038528881170070584,0.11347799519259004,0.04150105791888042,0.043040739929736865,0.1242908492319265,-0.30998968474481786,0.15830893091609746,-0.009292709017844982,0.05091377482300974,-0.03447178751274638,0.5
NTSE era (2021-05 onward),NTSI,263,5.02,1.3452073053777787,0.06083782777946789,0.1556971135449794,0.2025329983573264,0.19095271825357035,0.18330281976959178,-0.33189793728181544,0.12207023280849745,0.17070359661030599,0.0813236013121108,-0.07187232328103088,0.5665399239543726
NTSE era (2021-05 onward),NTSE,263,5.02,1.456829949169583,0.07781362078264076,0.18384941142503278,0.2830831909481873,0.2753877976425515,0.1871287040119655,-0.41582942175276943,0.22853198313324888,0.16546314552651906,0.06943249112783079,-0.09001440643788339,0.5513307984790875
NTSE era (2021-05 onward),SPY,264,5.04,1.952227752884526,0.14193281542391167,0.1608761722064516,0.6563466525248137,0.6569895337798052,0.5931867568606497,-0.2392717197111234,0.08099555196489337,1.258498929275688,0.06620020980552965,-0.09066696975241961,0.5606060606060606
NTSE era (2021-05 onward),VTI,264,5.04,1.86334852550562,0.13142482170402614,0.1644946040917904,0.5895732297661082,0.593318779040392,0.5287194705226635,-0.2485719347050084,0.08859830136560003,1.0319026470582375,0.06673667032079056,-0.09128469956574092,0.5643939393939394
NTSE era (2021-05 onward),QQQ,264,5.04,2.3557589426926357,0.18530433005212577,0.21026650534004426,0.7218110236035818,0.7332760412754845,0.5286012126777346,-0.35055600631983,0.13418278574631032,1.0828835401199834,0.08795519144467989,-0.09866934829415719,0.571969696969697
NTSE era (2021-05 onward),AOR,264,5.04,1.431622936605418,0.07378178181937733,0.1004203623259756,0.3635426442200475,0.3646975025825356,0.34156764795673955,-0.21600928033067696,0.07435379676138419,0.45433835649024956,0.04496099676181564,-0.048646049030682925,0.5492424242424242
Common recent (2023-09 onward — bounded by RSST),TripleEdge 75/25,144,2.74,2.861261418411954,0.4675437257626611,0.28557495163567787,1.3372997237692517,1.3752147259877832,2.0309547426002923,-0.23020883526141545,0.06799907381483576,6.287493369790301,0.11337260242868463,-0.0937445284916652,0.6180555555555556
Common recent (2023-09 onward — bounded by RSST),NTSX,144,2.74,1.66681750214331,0.20493507701108338,0.15149970220922646,1.0363490404281428,1.0953729954556115,1.2305048903371527,-0.16654552015224589,0.03400476226897128,4.8503523037884495,0.06732790476205097,-0.09472044422776948,0.5555555555555556
Common recent (2023-09 onward — bounded by RSST),RSST,143,2.72,1.7662941159196015,0.23249304069438215,0.21956958937527574,0.8764254949107196,0.79197006958634,0.8663642920437893,-0.2683548281357735,0.07135841215536154,2.697552185932701,0.06297449355493034,-0.14676397725068802,0.5944055944055944
Common recent (2023-09 onward — bounded by RSST),RSBT,144,2.74,1.1847414426827232,0.06381019640437646,0.12052210010610252,0.2430129342805603,0.221081307595197,0.3655993891020487,-0.17453583979202247,0.07890105053177704,0.30177286923178565,0.032379596975887326,-0.05844161140172943,0.5625
