Date,AOR,NTSE,NTSI,NTSX,QQQ,RPAR,RSBT,RSST,SPY,SWAN,VTI
2001-06-29,,,,,38.55074691772461,,,,78.26194763183594,,36.54501724243164
2001-07-06,,,,,35.134307861328125,,,,75.99578857421875,,35.25140380859375
2001-07-13,,,,,36.39966583251953,,,,78.03211212158203,,36.05669021606445
2001-07-20,,,,,35.134307861328125,,,,77.4576416015625,,35.88850021362305
2001-07-27,,,,,35.387393951416016,,,,77.11927795410156,,35.73002624511719
2001-08-03,,,,,36.42498016357422,,,,77.84065246582031,,35.98875045776367
2001-08-10,,,,,33.97865295410156,,,,76.14898681640625,,35.23847198486328
2001-08-17,,,,,31.852855682373047,,,,74.52758026123047,,34.49137878417969
2001-08-24,,,,,33.151947021484375,,,,75.97662353515625,,35.15114974975586
2001-08-31,,,,,30.899639129638672,,,,72.86784362792969,,33.747554779052734
2001-09-07,,,,,28.428014755249023,,,,69.4016342163086,,32.17902755737305
2001-09-14,,,,,28.765426635742188,,,,70.25064086914062,,32.42159652709961
2001-09-21,,,,,23.779983520507812,,,,62.33185958862305,,28.63771629333496
2001-09-28,,,,,24.446407318115234,,,,66.91963195800781,,30.817150115966797
2001-10-05,,,,,26.79150390625,,,,68.70733642578125,,31.579866409301758
2001-10-12,,,,,29.145038604736328,,,,70.16180419921875,,32.238731384277344
2001-10-19,,,,,28.301477432250977,,,,68.78421020507812,,31.729171752929688
2001-10-26,,,,,30.376630783081055,,,,70.6872329711914,,32.696346282958984
2001-11-02,,,,,30.03078269958496,,,,70.00159454345703,,32.164066314697266
2001-11-09,,,,,31.82755470275879,,,,72.22502136230469,,33.13127517700195
2001-11-16,,,,,33.21099090576172,,,,73.2758560180664,,33.74468994140625
2001-11-23,,,,,33.13508987426758,,,,74.12162780761719,,34.04979705810547
2001-11-30,,,,,33.447200775146484,,,,73.07722473144531,,33.845306396484375
2001-12-07,,,,,35.201805114746094,,,,74.68547058105469,,34.7508430480957
2001-12-14,,,,,33.83524703979492,,,,72.48774719238281,,33.634334564208984
2001-12-21,,,,,33.303802490234375,,,,73.90726470947266,,34.260746002197266
2001-12-28,,,,,34.02081298828125,,,,74.58232116699219,,34.80903244018555
2002-01-04,,,,,35.15119552612305,,,,75.62388610839844,,35.216243743896484
2002-01-11,,,,,34.4594841003418,,,,73.90078735351562,,34.453922271728516
2002-01-18,,,,,32.55301284790039,,,,72.74990844726562,,33.88382339477539
2002-01-25,,,,,32.7554931640625,,,,73.00708770751953,,34.115142822265625
2002-02-01,,,,,32.17341613769531,,,,72.42841339111328,,33.83498001098633
2002-02-08,,,,,30.5116024017334,,,,70.78248596191406,,33.010772705078125
2002-02-15,,,,,30.182628631591797,,,,71.29682922363281,,33.2844123840332
2002-02-22,,,,,28.38582992553711,,,,70.49312591552734,,32.78271484375
2002-03-01,,,,,30.14887046813965,,,,73.12924194335938,,34.1053581237793
2002-03-08,,,,,32.62051010131836,,,,75.21884155273438,,35.164119720458984
2002-03-15,,,,,31.405776977539062,,,,75.215087890625,,35.157615661621094
2002-03-22,,,,,30.941823959350586,,,,74.17694854736328,,34.792728424072266
2002-03-29,,,,,30.41881561279297,,,,73.8416519165039,,34.66532897949219
2002-04-05,,,,,28.99319076538086,,,,72.66169738769531,,34.13608169555664
2002-04-12,,,,,28.27617645263672,,,,71.84282684326172,,33.93027877807617
2002-04-19,,,,,29.069120407104492,,,,72.78423309326172,,34.361515045166016
2002-04-26,,,,,26.184133529663086,,,,69.24432373046875,,32.85218048095703
2002-05-03,,,,,25.087501525878906,,,,69.36680603027344,,32.92732620239258
2002-05-10,,,,,24.935667037963867,,,,68.16748046875,,32.34254837036133
2002-05-17,,,,,27.778478622436523,,,,71.50752258300781,,33.88780975341797
2002-05-24,,,,,26.352846145629883,,,,70.08253479003906,,33.12987518310547
2002-05-31,,,,,25.340578079223633,,,,69.1346664428711,,32.65290832519531
2002-06-07,,,,,23.872774124145508,,,,66.63287353515625,,31.59440040588379
2002-06-14,,,,,23.299165725708008,,,,65.38199615478516,,30.86590003967285
2002-06-21,,,,,21.780738830566406,,,,64.23908996582031,,30.385665893554688
2002-06-28,,,,,22.016944885253906,,,,64.03205108642578,,30.402050018310547
2002-07-05,,,,,22.219398498535156,,,,64.25847625732422,,30.267724990844727
2002-07-12,,,,,20.920318603515625,,,,59.4315071105957,,28.321720123291016
2002-07-19,,,,,20.237031936645508,,,,54.811580657958984,,26.11037826538086
2002-07-26,,,,,19.1235294342041,,,,55.387454986572266,,26.208650588989258
2002-08-02,,,,,18.769227981567383,,,,56.157447814941406,,26.51987648010254
2002-08-09,,,,,19.680280685424805,,,,59.06917190551758,,27.781177520751953
2002-08-16,,,,,20.835960388183594,,,,60.317970275878906,,28.42001724243164
2002-08-23,,,,,21.21556282043457,,,,61.21088790893555,,28.878662109375
2002-08-30,,,,,19.815244674682617,,,,59.38620376586914,,28.07929801940918
2002-09-06,,,,,19.275373458862305,,,,58.234474182128906,,27.58460807800293
2002-09-13,,,,,19.39347267150879,,,,58.02094268798828,,27.38803482055664
2002-09-20,,,,,18.279972076416016,,,,54.823307037353516,,26.057950973510742
2002-09-27,,,,,17.976289749145508,,,,53.78337478637695,,25.55670928955078
2002-10-04,,,,,17.166465759277344,,,,52.5159912109375,,24.770706176757812
2002-10-11,,,,,18.743928909301758,,,,54.69981384277344,,25.727724075317383
2002-10-18,,,,,20.085186004638672,,,,57.61159133911133,,27.08925437927246
2002-10-25,,,,,20.835960388183594,,,,58.62552261352539,,27.57270622253418
2002-11-01,,,,,21.299924850463867,,,,58.670982360839844,,27.691104888916016
2002-11-08,,,,,21.148080825805664,,,,58.26803970336914,,27.428016662597656
2002-11-15,,,,,22.303752899169922,,,,59.40544891357422,,27.954191207885742
2002-11-22,,,,,23.383516311645508,,,,60.71833801269531,,28.644826889038086
2002-11-29,,,,,23.383516311645508,,,,61.08233642578125,,28.75993537902832
2002-12-06,,,,,22.32906150817871,,,,59.81489944458008,,28.12519645690918
2002-12-13,,,,,21.12276840209961,,,,58.06657791137695,,27.460878372192383
2002-12-20,,,,,21.358963012695312,,,,58.77641296386719,,27.64834213256836
2002-12-27,,,,,20.93719482421875,,,,57.07172393798828,,27.09390640258789
2003-01-03,,,,,21.66263771057129,,,,59.66469955444336,,28.068628311157227
2003-01-10,,,,,22.860504150390625,,,,60.781620025634766,,28.627025604248047
2003-01-17,,,,,21.350536346435547,,,,59.214046478271484,,27.95298957824707
2003-01-24,,,,,20.93719482421875,,,,56.418609619140625,,26.753591537475586
2003-01-31,,,,,20.616636276245117,,,,56.2095947265625,,26.54543685913086
2003-02-07,,,,,20.085186004638672,,,,54.48527908325195,,25.739212036132812
2003-02-14,,,,,20.6588134765625,,,,54.96207809448242,,25.79868507385254
2003-02-21,,,,,21.23243522644043,,,,55.634822845458984,,26.320756912231445
2003-02-28,,,,,21.224008560180664,,,,55.45193862915039,,26.135711669921875
2003-03-07,,,,,20.700986862182617,,,,54.41997528076172,,25.768943786621094
2003-03-14,,,,,21.69639015197754,,,,54.94899368286133,,25.97051239013672
2003-03-21,,,,,22.919559478759766,,,,58.80358123779297,,27.754732131958008
2003-03-28,,,,,22.000072479248047,,,,56.86248016357422,,26.81636619567871
2003-04-04,,,,,21.97476577758789,,,,57.85270690917969,,27.29060935974121
2003-04-11,,,,,21.519237518310547,,,,57.1510124206543,,26.99211883544922
2003-04-18,,,,,22.624313354492188,,,,58.731441497802734,,27.78806495666504
2003-04-25,,,,,22.733964920043945,,,,59.17082595825195,,27.967164993286133
2003-05-02,,,,,23.855911254882812,,,,61.125038146972656,,28.96870231628418
2003-05-09,,,,,23.965579986572266,,,,61.466041564941406,,29.16771125793457
2003-05-16,,,,,24.21019744873047,,,,62.21363830566406,,29.545751571655273
2003-05-23,,,,,23.704063415527344,,,,61.48573303222656,,29.25722885131836
2003-05-30,,,,,25.129688262939453,,,,63.577640533447266,,30.26873016357422
2003-06-06,,,,,25.4164981842041,,,,65.09251403808594,,31.1077823638916
2003-06-13,,,,,25.273090362548828,,,,65.28919982910156,,31.10114097595215
2003-06-20,,,,,25.62738609313965,,,,65.44608306884766,,31.27359962463379
2003-06-27,,,,,25.163419723510742,,,,64.27458953857422,,30.777894973754883
2003-07-04,,,,,25.796104431152344,,,,64.98541259765625,,31.10723876953125
2003-07-11,,,,,26.85898208618164,,,,65.97257995605469,,31.609622955322266
2003-07-18,,,,,26.3865966796875,,,,65.49215698242188,,31.43996238708496
2003-07-25,,,,,26.825246810913086,,,,65.96605682373047,,31.626249313354492
2003-08-01,,,,,26.538436889648438,,,,64.833984375,,31.110572814941406
2003-08-08,,,,,25.36587905883789,,,,64.68267059326172,,30.9442195892334
2003-08-15,,,,,26.293804168701172,,,,65.5645523071289,,31.423301696777344
2003-08-22,,,,,27.36511993408203,,,,65.66329956054688,,31.706098556518555
2003-08-29,,,,,28.166505813598633,,,,66.76238250732422,,32.225120544433594
2003-09-05,,,,,28.630468368530273,,,,67.67720031738281,,32.70751953125
2003-09-12,,,,,28.529237747192383,,,,67.42709350585938,,32.62767791748047
2003-09-19,,,,,29.170331954956055,,,,68.49197387695312,,33.15001678466797
2003-09-26,,,,,27.48321533203125,,,,66.03425598144531,,31.89240837097168
2003-10-03,,,,,28.841352462768555,,,,68.30696105957031,,33.027610778808594
2003-10-10,,,,,29.5330810546875,,,,69.08660125732422,,33.33478546142578
2003-10-17,,,,,29.19565200805664,,,,68.88175964355469,,33.378196716308594
2003-10-24,,,,,28.849788665771484,,,,68.43251037597656,,32.98421096801758
2003-10-31,,,,,29.676483154296875,,,,69.56890106201172,,33.81555938720703
2003-11-07,,,,,30.056079864501953,,,,69.77369689941406,,33.97250747680664
2003-11-14,,,,,29.558399200439453,,,,69.67457580566406,,33.9357795715332
2003-11-21,,,,,28.87509536743164,,,,68.8487548828125,,33.39487075805664
2003-11-28,,,,,29.845197677612305,,,,70.32864379882812,,34.32307052612305
2003-12-05,,,,,29.558399200439453,,,,70.5928955078125,,34.29970169067383
2003-12-12,,,,,29.72710418701172,,,,71.4451675415039,,34.690345764160156
2003-12-19,,,,,29.912670135498047,,,,72.28721618652344,,35.007537841796875
2003-12-26,,,,,30.253482818603516,,,,72.81830596923828,,35.306617736816406
2004-01-02,,,,,30.683883666992188,,,,73.83389282226562,,35.71901321411133
2004-01-09,,,,,31.839998245239258,,,,74.60389709472656,,36.245445251464844
2004-01-16,,,,,32.54886245727539,,,,75.82525634765625,,36.855682373046875
2004-01-23,,,,,32.07627868652344,,,,75.95801544189453,,37.013275146484375
2004-01-30,,,,,31.283044815063477,,,,75.3274154663086,,36.627689361572266
2004-02-06,,,,,31.333660125732422,,,,75.9713134765625,,36.959632873535156
2004-02-13,,,,,31.1733341217041,,,,76.42266082763672,,37.16415023803711
2004-02-20,,,,,31.105815887451172,,,,76.2567367553711,,37.066917419433594
2004-02-27,,,,,30.861082077026367,,,,76.34967041015625,,37.140689849853516
2004-03-05,,,,,30.911712646484375,,,,77.25242614746094,,37.670448303222656
2004-03-12,,,,,29.96656036376953,,,,74.73001861572266,,36.51034164428711
2004-03-19,,,,,29.325210571289062,,,,73.97949981689453,,36.07780075073242
2004-03-26,,,,,29.721843719482422,,,,73.95951843261719,,36.131446838378906
2004-04-02,,,,,31.308334350585938,,,,76.36418914794922,,37.28526306152344
2004-04-09,,,,,31.1733341217041,,,,76.18437194824219,,37.22134780883789
2004-04-16,,,,,30.456022262573242,,,,75.82463073730469,,36.908512115478516
2004-04-23,,,,,31.401187896728516,,,,76.17768096923828,,37.177608489990234
2004-04-30,,,,,29.342077255249023,,,,73.91287231445312,,35.94307327270508
2004-05-07,,,,,29.510845184326172,,,,73.24673461914062,,35.6504020690918
2004-05-14,,,,,29.325210571289062,,,,73.3000259399414,,35.475494384765625
2004-05-21,,,,,29.55305290222168,,,,73.14680480957031,,35.45193099975586
2004-05-28,,,,,30.844207763671875,,,,75.17850494384766,,36.4644775390625
2004-06-04,,,,,30.5404052734375,,,,75.2584228515625,,36.525028228759766
2004-06-11,,,,,31.088937759399414,,,,76.17098236083984,,36.87150192260742
2004-06-18,,,,,30.751371383666992,,,,75.96770477294922,,36.81767272949219
2004-06-25,,,,,31.502437591552734,,,,76.10808563232422,,37.093509674072266
2004-07-02,,,,,31.072057723999023,,,,75.46631622314453,,36.749210357666016
2004-07-09,,,,,30.169092178344727,,,,74.69746398925781,,36.26314163208008
2004-07-16,,,,,29.257678985595703,,,,74.01554107666016,,35.89857864379883
2004-07-23,,,,,28.869503021240234,,,,72.84554290771484,,35.27412414550781
2004-07-30,,,,,29.44335174560547,,,,74.10246276855469,,35.88170623779297
2004-08-06,,,,,27.612104415893555,,,,71.43495178222656,,34.51463317871094
2004-08-13,,,,,27.443328857421875,,,,71.66223907470703,,34.518001556396484
2004-08-20,,,,,28.70071792602539,,,,73.86177062988281,,35.73994064331055
2004-08-27,,,,,29.164857864379883,,,,74.5102767944336,,36.03362274169922
2004-09-03,,,,,28.8104305267334,,,,74.95822143554688,,36.25300598144531
2004-09-10,,,,,29.63743782043457,,,,75.58659362792969,,36.67158126831055
2004-09-17,,,,,29.8990478515625,,,,75.9616928100586,,36.83697509765625
2004-09-24,,,,,29.367395401000977,,,,74.82714080810547,,36.35090255737305
2004-10-01,,,,,30.464458465576172,,,,76.29736328125,,37.09516906738281
2004-10-08,,,,,30.025634765625,,,,75.53205871582031,,36.786903381347656
2004-10-15,,,,,30.067825317382812,,,,74.69284057617188,,36.3939208984375
2004-10-22,,,,,30.211280822753906,,,,73.84027862548828,,36.07887268066406
2004-10-29,,,,,31.139562606811523,,,,75.9952621459961,,37.162925720214844
2004-11-05,,,,,32.03408432006836,,,,78.73431396484375,,38.33506393432617
2004-11-12,,,,,32.62482833862305,,,,79.74805450439453,,38.992279052734375
2004-11-19,,,,,32.641693115234375,,,,79.0619125366211,,38.60268783569336
2004-11-26,,,,,33.088958740234375,,,,79.68814849853516,,39.09392166137695
2004-12-03,,,,,33.865333557128906,,,,80.29415130615234,,39.41575241088867
2004-12-10,,,,,33.69654846191406,,,,80.34795379638672,,39.29717254638672
2004-12-17,,,,,33.627384185791016,,,,80.8019027709961,,39.70369338989258
2004-12-24,,,,,33.87446212768555,,,,81.70166778564453,,40.194915771484375
2004-12-31,,,,,34.01078414916992,,,,81.76934814453125,,40.257999420166016
2005-01-07,,,,,32.84358596801758,,,,80.12544250488281,,39.22468185424805
2005-01-14,,,,,32.741336822509766,,,,79.9901123046875,,39.183773040771484
2005-01-21,,,,,31.56560516357422,,,,79.00239562988281,,38.81546401977539
2005-01-28,,,,,31.454845428466797,,,,79.44210815429688,,38.85639572143555
2005-02-04,,,,,32.16199493408203,,,,81.33637237548828,,39.95109558105469
2005-02-11,,,,,32.119380950927734,,,,81.70166778564453,,40.08748245239258
2005-02-18,,,,,31.821191787719727,,,,81.44462585449219,,39.96812438964844
2005-02-25,,,,,32.051212310791016,,,,82.14820861816406,,40.27163314819336
2005-03-04,,,,,31.966041564941406,,,,83.02764892578125,,40.714969635009766
2005-03-11,,,,,31.667856216430664,,,,81.44462585449219,,39.98858642578125
2005-03-18,,,,,31.105545043945312,,,,80.50808715820312,,39.59299850463867
2005-03-25,,,,,30.901071548461914,,,,79.55723571777344,,39.11152267456055
2005-04-01,,,,,30.841449737548828,,,,79.754150390625,,39.15259552001953
2005-04-08,,,,,31.216299057006836,,,,80.1413345336914,,39.36826705932617
2005-04-15,,,,,29.597564697265625,,,,77.52655029296875,,38.03316116333008
2005-04-22,,,,,29.895732879638672,,,,78.4909439086914,,38.409725189208984
2005-04-29,,,,,29.80202865600586,,,,78.61316680908203,,38.45421600341797
2005-05-06,,,,,30.551759719848633,,,,79.52327728271484,,39.019081115722656
2005-05-13,,,,,30.875511169433594,,,,78.59281158447266,,38.46450424194336
2005-05-20,,,,,32.08531951904297,,,,80.90196990966797,,39.710609436035156
2005-05-27,,,,,32.553890228271484,,,,81.66944122314453,,40.05635452270508
2005-06-03,,,,,32.46017837524414,,,,81.60150146484375,,40.10768508911133
2005-06-10,,,,,31.991600036621094,,,,81.635498046875,,40.26516342163086
2005-06-17,,,,,32.2940559387207,,,,82.75595092773438,,40.91218948364258
2005-06-24,,,,,31.526565551757812,,,,81.13304138183594,,40.070037841796875
2005-07-01,,,,,31.321887969970703,,,,81.50808715820312,,40.397430419921875
2005-07-08,,,,,32.20877456665039,,,,82.72866821289062,,41.05009841918945
2005-07-15,,,,,33.16387939453125,,,,83.76516723632812,,41.537879943847656
2005-07-22,,,,,33.615848541259766,,,,84.24249267578125,,41.79894256591797
2005-07-29,,,,,33.752281188964844,,,,84.37891387939453,,42.011932373046875
2005-08-05,,,,,33.6670036315918,,,,83.7924575805664,,41.54818344116211
2005-08-12,,,,,33.43675231933594,,,,83.91522979736328,,41.63064193725586
2005-08-19,,,,,33.10417556762695,,,,83.51290893554688,,41.39361572265625
2005-08-26,,,,,32.79718017578125,,,,82.34685516357422,,40.87833786010742
2005-09-02,,,,,33.061519622802734,,,,83.37651062011719,,41.44513702392578
2005-09-09,,,,,33.78638458251953,,,,84.9653549194336,,42.200870513916016
2005-09-16,,,,,33.59878158569336,,,,84.57371520996094,,42.066898345947266
2005-09-23,,,,,33.044498443603516,,,,83.16300964355469,,41.32833480834961
2005-09-30,,,,,33.649932861328125,,,,84.25872802734375,,41.884029388427734
2005-10-07,,,,,32.694847106933594,,,,81.90983581542969,,40.73468780517578
2005-10-14,,,,,32.456077575683594,,,,81.26612091064453,,40.334312438964844
2005-10-21,,,,,32.873939514160156,,,,80.89632415771484,,40.172096252441406
2005-10-28,,,,,32.67778778076172,,,,82.03997039794922,,40.7139778137207
2005-11-04,,,,,34.17864990234375,,,,83.62183380126953,,41.61827087402344
2005-11-11,,,,,34.71589279174805,,,,84.75179290771484,,42.1601448059082
2005-11-18,,,,,35.3469352722168,,,,85.68997955322266,,42.65373229980469
2005-11-25,,,,,35.722145080566406,,,,87.05958557128906,,43.3405876159668
2005-12-02,,,,,35.909751892089844,,,,86.86785888671875,,43.337120056152344
2005-12-09,,,,,35.57719039916992,,,,86.51173400878906,,43.15766143798828
2005-12-16,,,,,35.54332733154297,,,,86.9909896850586,,43.39924621582031
2005-12-23,,,,,35.389461517333984,,,,87.2663803100586,,43.451019287109375
2005-12-30,,,,,34.543190002441406,,,,85.71735382080078,,42.79586410522461
2006-01-06,,,,,36.48362350463867,,,,88.42293548583984,,44.145713806152344
2006-01-13,,,,,36.740055084228516,,,,88.588134765625,,44.29145812988281
2006-01-20,,,,,35.26124954223633,,,,86.72251892089844,,43.46210861206055
2006-01-27,,,,,35.996376037597656,,,,88.49176025390625,,44.34698486328125
2006-02-03,,,,,34.979148864746094,,,,86.92901611328125,,43.732791900634766
2006-02-10,,,,,35.01335144042969,,,,87.18376922607422,,43.72932434082031
2006-02-17,,,,,35.227054595947266,,,,88.67768859863281,,44.402503967285156
2006-02-24,,,,,35.269779205322266,,,,89.0906982421875,,44.58293533325195
2006-03-03,,,,,35.43220138549805,,,,88.64321899414062,,44.5551872253418
2006-03-10,,,,,34.67142868041992,,,,88.52623748779297,,44.28105163574219
2006-03-17,,,,,35.45704650878906,,,,90.28132629394531,,45.17979049682617
2006-03-24,,,,,35.3287467956543,,,,89.99795532226562,,45.15401077270508
2006-03-31,,,,,35.8676643371582,,,,89.73532104492188,,45.17837905883789
2006-04-07,,,,,36.20127487182617,,,,89.53488159179688,,45.049495697021484
2006-04-14,,,,,36.013065338134766,,,,88.96121978759766,,44.781192779541016
2006-04-21,,,,,35.92753601074219,,,,90.64767456054688,,45.659202575683594
2006-04-28,,,,,35.799217224121094,,,,90.86882019042969,,45.610435485839844
2006-05-05,,,,,36.06440353393555,,,,91.59456634521484,,46.129554748535156
2006-05-12,,,,,34.37921905517578,,,,89.32748413085938,,44.89965057373047
2006-05-19,,,,,33.660682678222656,,,,87.84840393066406,,44.028648376464844
2006-05-26,,,,,33.78042984008789,,,,88.73308563232422,,44.42931365966797
2006-06-02,,,,,33.90875244140625,,,,89.16161346435547,,44.788177490234375
2006-06-09,,,,,32.634193420410156,,,,86.63880157470703,,43.342254638671875
2006-06-16,,,,,32.818782806396484,,,,86.53579711914062,,43.290008544921875
2006-06-23,,,,,32.65615463256836,,,,86.39004516601562,,43.171546936035156
2006-06-30,,,,,33.18684387207031,,,,88.36164855957031,,44.19856643676758
2006-07-07,,,,,32.26240158081055,,,,87.89653015136719,,43.950138092041016
2006-07-14,,,,,30.764406204223633,,,,85.75132751464844,,42.78838348388672
2006-07-21,,,,,30.558963775634766,,,,86.0498275756836,,42.77788162231445
2006-07-28,,,,,31.765901565551758,,,,88.84759521484375,,44.14955139160156
2006-08-04,,,,,31.628969192504883,,,,89.00035095214844,,44.27204132080078
2006-08-11,,,,,31.26943016052246,,,,88.1741714477539,,43.72965621948242
2006-08-18,,,,,33.2039794921875,,,,90.72896575927734,,45.08388137817383
2006-08-25,,,,,32.80165481567383,,,,90.11802673339844,,44.723445892333984
2006-09-01,,,,,33.45222091674805,,,,91.23574829101562,,45.42328643798828
2006-09-08,,,,,33.14406204223633,,,,90.4443130493164,,44.95090103149414
2006-09-15,,,,,34.35365295410156,,,,92.01351928710938,,45.72772216796875
2006-09-22,,,,,34.148101806640625,,,,91.671875,,45.5142822265625
2006-09-29,,,,,34.81614685058594,,,,93.14315032958984,,46.181480407714844
2006-10-06,,,,,35.46708297729492,,,,94.1402359008789,,46.743656158447266
2006-10-13,,,,,36.3406982421875,,,,95.26988983154297,,47.442832946777344
2006-10-20,,,,,35.972415924072266,,,,95.416259765625,,47.492027282714844
2006-10-27,,,,,36.15227127075195,,,,96.16240692138672,,47.85390090942383
2006-11-03,,,,,35.91244888305664,,,,95.20709228515625,,47.39013671875
2006-11-10,,,,,36.85456466674805,,,,96.39248657226562,,48.05067825317383
2006-11-17,,,,,37.94232940673828,,,,97.91259765625,,48.79905319213867
2006-11-24,,,,,38.242088317871094,,,,97.86377716064453,,48.94660568237305
2006-12-01,,,,,37.3941650390625,,,,97.7730941772461,,48.788509368896484
2006-12-08,,,,,37.599735260009766,,,,98.6098403930664,,49.2803840637207
2006-12-15,,,,,38.10004425048828,,,,99.8043212890625,,49.782840728759766
2006-12-22,,,,,36.81375503540039,,,,98.68946838378906,,49.1567268371582
2006-12-29,,,,,37.01097869873047,,,,99.29948425292969,,49.513404846191406
2007-01-05,,,,,37.6026725769043,,,,98.54224395751953,,49.12847900390625
2007-01-12,,,,,38.854679107666016,,,,100.4354019165039,,50.12077713012695
2007-01-19,,,,,37.87709045410156,,,,100.14089965820312,,49.98659133911133
2007-01-26,,,,,37.36257553100586,,,,99.65711212158203,,49.774696350097656
2007-02-02,,,,,37.8685188293457,,,,101.5362319946289,,50.78818893432617
