end,trough,trough_date,cagr,max_dd,weeks_underwater,ended_below_lump,ever_down_30,ever_down_40,ever_down_50,start_date,end_date,label,horizon_yr,monthly_contrib
101653.69996544592,59966.71841774102,2016-05-20,0.19213099620864504,-0.3153990296931602,1,False,True,False,False,2016-05-20,2019-05-10,TripleEdge 3yr,3.0,0.0
99695.99898440791,60471.14360253884,2016-06-24,0.18442843843958512,-0.3153990296931602,0,False,True,False,False,2016-05-27,2019-05-17,TripleEdge 3yr,3.0,0.0
93837.19155447211,58420.40792831513,2016-06-24,0.1607568367990153,-0.31539902969316,1,False,True,False,False,2016-06-03,2019-05-24,TripleEdge 3yr,3.0,0.0
86992.7069269266,57551.37088801915,2016-06-24,0.1318195679777021,-0.31539902969315997,2,False,True,False,False,2016-06-10,2019-05-31,TripleEdge 3yr,3.0,0.0
96256.9707935604,57065.92856679971,2016-06-24,0.1706497587869753,-0.3153990296931599,3,False,True,False,False,2016-06-17,2019-06-07,TripleEdge 3yr,3.0,0.0
99030.40522898185,58051.49656418487,2016-06-24,0.18178671053536455,-0.3153990296931602,1,False,True,False,False,2016-06-24,2019-06-14,TripleEdge 3yr,3.0,0.0
109563.84615967987,62995.43867355144,2016-11-04,0.2222836610805261,-0.31539902969316014,0,False,True,False,False,2016-07-01,2019-06-21,TripleEdge 3yr,3.0,0.0
100616.34140346127,58172.03313721977,2016-11-04,0.1880619593117725,-0.31539902969316,2,False,True,False,False,2016-07-08,2019-06-28,TripleEdge 3yr,3.0,0.0
100660.27438772342,56146.44510406848,2016-11-04,0.18823485207675383,-0.31539902969316,8,False,True,False,False,2016-07-15,2019-07-05,TripleEdge 3yr,3.0,0.0
100777.98463279968,54992.007634314024,2016-11-04,0.18869783820324004,-0.3153990296931601,10,False,True,False,False,2016-07-22,2019-07-12,TripleEdge 3yr,3.0,0.0
97183.19640224487,54334.14329678233,2016-11-04,0.17439260958080394,-0.31539902969316014,13,False,True,False,False,2016-07-29,2019-07-19,TripleEdge 3yr,3.0,0.0
99458.19385148698,53863.096815519064,2016-11-04,0.18348594856039813,-0.31539902969316014,14,False,True,False,False,2016-08-05,2019-07-26,TripleEdge 3yr,3.0,0.0
93042.85768643276,53575.04701948661,2016-11-04,0.15747227403327613,-0.31539902969316,15,False,True,False,False,2016-08-12,2019-08-02,TripleEdge 3yr,3.0,0.0
93455.48333213461,53490.73541223549,2016-11-04,0.15918080014641123,-0.31539902969316,15,False,True,False,False,2016-08-19,2019-08-09,TripleEdge 3yr,3.0,0.0
91336.37038809534,53354.62072123329,2016-11-04,0.15035221468620197,-0.3153990296931602,15,False,True,False,False,2016-08-26,2019-08-16,TripleEdge 3yr,3.0,0.0
90517.1884538922,54491.9387978473,2016-11-04,0.14690277051313472,-0.31539902969315997,12,False,True,False,False,2016-09-02,2019-08-23,TripleEdge 3yr,3.0,0.0
94743.69707785845,53854.84580513385,2016-11-04,0.16448265951896168,-0.31539902969315997,13,False,True,False,False,2016-09-09,2019-08-30,TripleEdge 3yr,3.0,0.0
103420.01781508498,56757.429297307004,2016-11-04,0.1989961427710083,-0.31539902969316014,5,False,True,False,False,2016-09-16,2019-09-06,TripleEdge 3yr,3.0,0.0
104623.54016594696,56570.77074337866,2016-11-04,0.20362921419604363,-0.31539902969315997,6,False,True,False,False,2016-09-23,2019-09-13,TripleEdge 3yr,3.0,0.0
100608.16018401076,54498.77183414277,2016-11-04,0.18802975758745188,-0.31539902969316,9,False,True,False,False,2016-09-30,2019-09-20,TripleEdge 3yr,3.0,0.0
98232.29137120147,54799.268324188575,2016-11-04,0.1786033596120613,-0.3153990296931599,8,False,True,False,False,2016-10-07,2019-09-27,TripleEdge 3yr,3.0,0.0
101245.15277063103,56931.739682463565,2016-11-04,0.1905317899149368,-0.31539902969316,4,False,True,False,False,2016-10-14,2019-10-04,TripleEdge 3yr,3.0,0.0
104076.91918901668,58221.30381920599,2016-11-04,0.2015293740494959,-0.31539902969316014,1,False,True,False,False,2016-10-21,2019-10-11,TripleEdge 3yr,3.0,0.0
104069.88819376349,57418.07771383669,2016-11-04,0.2015023166973171,-0.31539902969316025,2,False,True,False,False,2016-10-28,2019-10-18,TripleEdge 3yr,3.0,0.0
108524.0519511273,58000.91338461122,2016-11-04,0.2184047498864956,-0.3153990296931601,1,False,True,False,False,2016-11-04,2019-10-25,TripleEdge 3yr,3.0,0.0
116181.7204770619,63498.297714013126,2016-11-11,0.2464136151452696,-0.3153990296931602,0,False,True,False,False,2016-11-11,2019-11-01,TripleEdge 3yr,3.0,0.0
109937.74560270291,60765.54072588479,2016-11-18,0.22367247777336607,-0.31539902969316025,0,False,True,False,False,2016-11-18,2019-11-08,TripleEdge 3yr,3.0,0.0
111065.4413502124,60717.04532417147,2016-12-02,0.22784222765219142,-0.3153990296931601,0,False,True,False,False,2016-11-25,2019-11-15,TripleEdge 3yr,3.0,0.0
106699.18594166171,58844.74632993518,2016-12-02,0.2115368232219268,-0.3153990296931602,1,False,True,False,False,2016-12-02,2019-11-22,TripleEdge 3yr,3.0,0.0
111403.0161859215,63236.93857198425,2016-12-30,0.22908494667589352,-0.31539902969316014,0,False,True,False,False,2016-12-09,2019-11-29,TripleEdge 3yr,3.0,0.0
104065.5978494421,59028.81008665385,2016-12-30,0.20148580558294316,-0.31539902969316025,2,False,True,False,False,2016-12-16,2019-12-06,TripleEdge 3yr,3.0,0.0
106442.57672853066,59062.05972847182,2016-12-30,0.21056480370503583,-0.31539902969316014,1,False,True,False,False,2016-12-23,2019-12-13,TripleEdge 3yr,3.0,0.0
109774.97686852158,58747.24711308279,2016-12-30,0.2230682752257278,-0.3153990296931601,1,False,True,False,False,2016-12-30,2019-12-20,TripleEdge 3yr,3.0,0.0
114802.78982122321,61864.663211040905,2017-01-20,0.24146285696484138,-0.31539902969316014,0,False,True,False,False,2017-01-06,2019-12-27,TripleEdge 3yr,3.0,0.0
111725.62468039319,59682.626872826986,2017-01-20,0.23027022610037484,-0.31539902969316025,2,False,True,False,False,2017-01-13,2020-01-03,TripleEdge 3yr,3.0,0.0
114763.64921945597,59819.7777815061,2017-01-20,0.241321753754568,-0.31539902969316,1,False,True,False,False,2017-01-20,2020-01-10,TripleEdge 3yr,3.0,0.0
119862.86877969632,61352.78394494132,2017-01-27,0.2594409377666804,-0.31539902969316,0,False,True,False,False,2017-01-27,2020-01-17,TripleEdge 3yr,3.0,0.0
115136.38758654066,60153.31022144788,2017-02-03,0.24266418877990814,-0.3153990296931602,0,False,True,False,False,2017-02-03,2020-01-24,TripleEdge 3yr,3.0,0.0
109714.08635020412,61271.91710857904,2017-02-10,0.22284209424679524,-0.31539902969315997,0,False,True,False,False,2017-02-10,2020-01-31,TripleEdge 3yr,3.0,0.0
114819.7061183295,61524.620540976735,2017-03-24,0.2415238308695946,-0.31539902969316014,0,False,True,False,False,2017-02-17,2020-02-07,TripleEdge 3yr,3.0,0.0
115320.74539362325,59450.150325005474,2017-03-24,0.243327091509852,-0.31539902969316,2,False,True,False,False,2017-02-24,2020-02-14,TripleEdge 3yr,3.0,0.0
111707.41143323781,58086.4225190052,2017-03-24,0.2302033705529547,-0.3153990296931601,7,False,True,False,False,2017-03-03,2020-02-21,TripleEdge 3yr,3.0,0.0
83198.87138659989,57667.60079337144,2017-03-24,0.11512117203993477,-0.3153990296931601,9,False,True,False,False,2017-03-10,2020-02-28,TripleEdge 3yr,3.0,0.0
87585.86394646464,58878.446938466586,2017-03-24,0.13438616866173336,-0.31539902969315997,4,False,True,False,False,2017-03-17,2020-03-06,TripleEdge 3yr,3.0,0.0
83511.95422130119,58690.74023771799,2017-03-24,0.11651817930632857,-0.31539902969316014,5,False,True,False,False,2017-03-24,2020-03-13,TripleEdge 3yr,3.0,0.0
84566.65021521118,60115.04363073532,2017-04-14,0.12119880414786022,-0.31539902969316014,0,False,True,False,False,2017-03-31,2020-03-20,TripleEdge 3yr,3.0,0.0
87627.62464830677,59147.92561508627,2017-04-14,0.13456643076246766,-0.3153990296931602,2,False,True,False,False,2017-04-07,2020-03-27,TripleEdge 3yr,3.0,0.0
87799.55229822382,59289.385499440905,2017-04-14,0.13530796216377627,-0.3153990296931603,1,False,True,False,False,2017-04-14,2020-04-03,TripleEdge 3yr,3.0,0.0
91211.0563328053,61034.029390830496,2017-04-21,0.1498258771566383,-0.31539902969316,0,False,True,False,False,2017-04-21,2020-04-10,TripleEdge 3yr,3.0,0.0
88744.06387401799,61116.694584982644,2017-05-12,0.13936450967740965,-0.31539902969316014,0,False,True,False,False,2017-04-28,2020-04-17,TripleEdge 3yr,3.0,0.0
87640.89901240349,59509.11623697227,2017-05-12,0.1346237182047385,-0.3153990296931602,3,False,True,False,False,2017-05-05,2020-04-24,TripleEdge 3yr,3.0,0.0
86950.25115585014,59568.247565119585,2017-05-12,0.13163541425795566,-0.31539902969316014,2,False,True,False,False,2017-05-12,2020-05-01,TripleEdge 3yr,3.0,0.0
87637.36720715137,60093.173982887936,2017-05-19,0.13460847675208854,-0.3153990296931602,0,False,True,False,False,2017-05-19,2020-05-08,TripleEdge 3yr,3.0,0.0
84336.88615773393,61428.22054136176,2017-07-07,0.1201824663641946,-0.31539902969315997,0,False,True,False,False,2017-05-26,2020-05-15,TripleEdge 3yr,3.0,0.0
81021.95760358692,59223.65415478392,2017-07-07,0.10530930785737747,-0.3153990296931601,2,False,True,False,False,2017-06-02,2020-05-22,TripleEdge 3yr,3.0,0.0
84184.65402019133,57726.28893108243,2017-07-07,0.11950806600909436,-0.31539902969316014,22,False,True,False,False,2017-06-09,2020-05-29,TripleEdge 3yr,3.0,0.0
93446.26207197891,58377.19812454498,2017-07-07,0.1591426734043917,-0.3153990296931601,6,False,True,False,False,2017-06-16,2020-06-05,TripleEdge 3yr,3.0,0.0
