regime_period,reentry_period,trailing_stop_pct,cagr,max_dd,sharpe,sortino,calmar,upi,num_trades,pct_time_upro,train_cagr,test_cagr,train_sharpe,test_sharpe,train_test_sharpe_ratio,total_return,worst_1yr
35,12,0.18,0.11576163238797088,-0.7447502624453584,0.34667908512143986,0.2787015261998884,0.15543684671942523,0.18036192974270449,116,0.6755386565272496,0.08480396281618408,0.18360975674012558,0.25713935796449994,0.5369918805858641,0.47885148223090085,27.45802173530256,-0.577708277270894
35,12,0.2,0.11666082606979611,-0.7587500485635039,0.3488691648294639,0.28180710771324097,0.1537539619149456,0.17797521939533503,112,0.6812420785804816,0.08171468634980328,0.19444899443989483,0.24859825220567972,0.5612995814975342,0.4428976261525536,28.135182722825732,-0.6008698830547392
35,12,0.22,0.13617878588624155,-0.7587500485635039,0.40022634175297367,0.32764755176032484,0.17947779528193863,0.23497847732898003,106,0.6837769328263625,0.09820259083260474,0.22146116887462486,0.2958300927926729,0.6194407855595079,0.477576064878365,47.51546693260677,-0.6008698830547392
35,12,0.25,0.12541148357471976,-0.775947835221933,0.37129087862564,0.30390893342268255,0.16162360133249182,0.19517789923602236,106,0.6913814955640051,0.08323591674521147,0.22146116887462486,0.2547250783324488,0.6194407855595077,0.4112178020411899,35.626486793029876,-0.6293223430834631
35,12,0.28,0.130630076735905,-0.775947835221933,0.3849383873414017,0.3155676285769419,0.16834904462172096,0.2117715684488602,104,0.6926489226869454,0.08323591674521147,0.2401021942410566,0.2547250783324488,0.6604335561767465,0.38569372490255294,40.976568134854865,-0.6293223430834631
35,12,0.3,0.130630076735905,-0.775947835221933,0.3849383873414017,0.3155676285769419,0.16834904462172096,0.2117715684488602,104,0.6926489226869454,0.08323591674521147,0.2401021942410566,0.2547250783324488,0.6604335561767465,0.38569372490255294,40.976568134854865,-0.6293223430834631
35,15,0.1,0.06901882913464186,-0.6879685955120719,0.20756969399321754,0.1637365271272556,0.1003226449359501,0.045473935609522814,184,0.6299112801013942,0.04082439738950838,0.13029801238575178,0.11445720935683687,0.4062311683976443,0.28175388365276555,7.526339190097886,-0.5422665244785903
35,15,0.12,0.07110321994941349,-0.7035522501175765,0.21649260109125773,0.1720594144363907,0.10106316899353365,0.053592089998693346,166,0.6463878326996197,0.0459201507620266,0.12497778242570234,0.13486254376367707,0.3890947704746038,0.34660590169119104,7.983032007308564,-0.5504856338906141
35,15,0.15,0.10526805458507726,-0.7334668846107347,0.31729288525349875,0.254869495077924,0.1435212097420664,0.15069880575032135,132,0.6666666666666666,0.07660889495274037,0.1674947116977168,0.23200881975631632,0.49995840874456793,0.4640562408759309,20.632921712428974,-0.5667588147590101
35,15,0.18,0.11549599100316432,-0.7334668846107342,0.34580037237545536,0.27958472671680296,0.15746585623216022,0.18298575461427355,118,0.679340937896071,0.08287182496916201,0.18748689148466435,0.2510593896195241,0.5466551707302517,0.45926463895721564,27.26100761993972,-0.5667588147590097
35,15,0.2,0.11586153506914143,-0.7480855347398218,0.3465276342469426,0.2815025281596957,0.15487738993568048,0.1784927955341709,114,0.6844106463878327,0.07978805079461004,0.19648803898783362,0.24253318126608545,0.5662828248611994,0.4282898414330901,27.53247066185709,-0.5832262374321577
35,15,0.22,0.1353655241889633,-0.7480855347398218,0.3980026199405045,0.32770155926774835,0.18094926034900857,0.2369261999003362,108,0.6869455006337135,0.09624658876939596,0.22354632592068246,0.28996186843734484,0.6243132451660454,0.46444933001577626,46.49759030159391,-0.5832262374321577
35,15,0.25,0.13103968652603348,-0.7219905477576078,0.3861963962723036,0.31755290776953243,0.18149778682424955,0.23833112164634707,106,0.6920152091254753,0.09023249360065,0.22354632592068224,0.27358486297733553,0.6243132451660452,0.4382172973193475,41.427906662992726,-0.56675881475901
35,15,0.28,0.1356925402666309,-0.7219905477576078,0.3983085260776884,0.32801772047308425,0.18794226695636276,0.25594972987847703,104,0.6926489226869454,0.09023249360065,0.2401021942410566,0.27358486297733553,0.6604335561767465,0.4142503972104625,46.904322646249035,-0.56675881475901
35,15,0.3,0.1356925402666309,-0.7219905477576078,0.3983085260776884,0.32801772047308425,0.18794226695636276,0.25594972987847703,104,0.6926489226869454,0.09023249360065,0.2401021942410566,0.27358486297733553,0.6604335561767465,0.4142503972104625,46.904322646249035,-0.56675881475901
40,8,0.1,0.07403729803185866,-0.6602548086125745,0.22245216885783134,0.1743301835939019,0.11213443214058044,0.06484846040784355,176,0.6248415716096325,0.0506172611441742,0.12360204289521426,0.144586934110214,0.387809998641442,0.37282930975664436,8.671553057920073,-0.5019138664674564
40,8,0.12,0.06924400091267091,-0.65483847900638,0.21150662975131354,0.16623697805139953,0.10574210760757123,0.052466706687512424,158,0.6425855513307985,0.04603709561585734,0.11831333037313652,0.13676421671030783,0.3711352835012234,0.3685023299862488,7.574430355111208,-0.5019138664674564
40,8,0.15,0.10606414893792215,-0.6896688352688979,0.3199592732919357,0.2555011983951109,0.15378996920539167,0.16111361878057098,128,0.6673003802281369,0.09277121405102129,0.13129871257876702,0.28052298718475366,0.40533720018381086,0.6920731357929721,21.087127896061176,-0.5353549558444552
40,8,0.18,0.12235342529025273,-0.6896688352688981,0.36437050124942216,0.29491701785970886,0.17740895199729853,0.21233872183783586,112,0.6850443599493029,0.09784497692144822,0.174339743041102,0.2952867604392916,0.5107732409612675,0.5781171305755297,32.81221058303895,-0.5353549558444552
40,8,0.2,0.12773996341793548,-0.7066896948147386,0.3780853687674987,0.3093441859522539,0.1807582088082139,0.22900312942809042,106,0.6932826362484157,0.10101902716102718,0.1850940879952756,0.30425163904762487,0.535031648093598,0.568661013104031,37.92445456044172,-0.5608395314657768
